LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,106.695497655558,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,114.169699098575,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,112.215353848643,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,112.809528599919,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,116.369169015509,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,123.323476875576,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,124.558218930443,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,97.4306282935053,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,110.853130143209,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,101.963289186665,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,99.813390180843,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,96.5715791117361,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,100.682577908497,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,103.4008110474,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,108.67693156131,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,115.735824629113,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,114.49581549751,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,115.113228911063,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,118.749981052667,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,126.219916046371,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,128.026438550232,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,102.981522932676,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,117.168742149667,
TUR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,107.772422159034,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,102.857306688631,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,101.018080021221,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,101.015430540217,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,106.765627393303,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,106.68789602778,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,106.872013423103,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,106.81994281384,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,109.911790059408,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,109.971707935067,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,110.128095741787,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,109.915624545911,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,108.341257400878,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,112.095610001166,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,115.914677845139,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,81.9865155689512,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,101.018076880688,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,101.01542222741,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,92.476235545881,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,92.408891386667,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,92.5683770508101,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,92.5232658120917,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,98.2431177559086,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,98.2966806918112,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,98.4364455969531,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,98.2465452666951,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,96.3099208184401,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,99.6462836560915,
USA,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,103.042310129861,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,98.3612970265814,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,101.018087735997,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,101.015431531049,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,101.547455732237,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,101.473534709026,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,101.648641057042,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,101.599106844783,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,103.15551956205,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,103.211749471012,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,103.358518083157,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,103.159117224394,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,103.342419252583,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,106.923373394347,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,110.566403997664,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,85.1549767561101,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,109.423666886851,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,122.1606984921,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,141.443598389925,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,152.867842056378,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,137.499440653548,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,131.276391355655,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,125.446429974412,
EST,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,130.415242413026,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,85.1549767561101,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,109.423666886851,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,122.1606984921,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,141.443598389925,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,152.867842056378,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,137.499440653548,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,131.276391355655,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,125.446429974412,
EST,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,130.415242413026,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,85.1549767561101,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,109.423666886851,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,122.1606984921,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,141.443598389925,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,152.867842056378,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,137.499440653548,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,131.276391355655,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,125.446429974412,
EST,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,130.415242413026,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,98.9576238458476,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,102.416481500674,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,101.841108746704,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,108.300076411331,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,108.928220311882,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,109.853393666726,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,116.041780614212,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,115.57334982765,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,120.264028173263,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,136.680119819904,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,138.106630283443,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,140.641750934236,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,147.758380624981,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,152.016566152678,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,99.4237220799942,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,103.632960815545,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,102.832809075364,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,109.13065460463,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,118.890361070372,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,122.987745062082,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,129.688866429091,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,130.694842901617,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,127.480332125139,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,127.160987504327,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,128.653136328095,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,129.940625441816,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,136.521645232055,
ISR,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,140.122771016931,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,100.381601394263,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,103.21087229073,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,102.526650242543,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,109.376671133032,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,103.079947898369,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,102.56548008428,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,101.470993134546,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,112.164648012979,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,110.717166165764,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,112.883282858446,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,118.231722979326,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,124.109742135661,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,139.082193843761,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,150.150867021793,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2000,86.214986782028,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2005,100,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2006,102.887824309239,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2007,104.513573848447,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2008,103.527098320723,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2009,110.402650550176,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2010,109.469801231333,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2011,108.773814573474,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2012,105.189716512296,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2013,99.8566794880303,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2014,98.3258278211017,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2015,98.6682428561084,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2016,103.756677088525,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2017,104.186163750983,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2005,A,2018,101.563574992742,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2000,86.214986782028,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2005,100,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2006,102.887824309239,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2007,104.513573848447,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2008,103.527098320723,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2009,110.402650550176,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2010,109.469801231333,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2011,108.773814573474,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2012,105.189716512296,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2013,99.8566794880303,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2014,98.3258278211017,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2015,98.6682428561084,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2016,103.756677088525,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2017,104.186163750983,
SVN,TEACHERSALARY,PRY_15YREXP,IDX2005,A,2018,101.563574992742,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2000,86.214986782028,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2005,100,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2006,102.887824309239,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2007,104.513573848447,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2008,103.527098320723,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2009,110.402650550176,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2010,109.469801231333,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2011,108.773814573474,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2012,105.189716512296,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2013,99.8566794880303,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2014,98.3258278211017,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2015,98.6682428561084,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2016,103.756677088525,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2017,104.186163750983,
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2005,A,2018,101.563574992742,
AUS,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,59568.04285,
AUS,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,63392.662829713,
AUS,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,59568.04285,
AUS,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,63392.662829713,
AUT,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,52537.94232,
AUT,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,54406.4678601409,
AUT,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,57532.81794,
AUT,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,59626.4786954736,
CAN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,65473.84188,
CAN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,67301.2289428496,
CAN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,65473.84188,
CAN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,67301.2289428496,
CZE,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,21049.39167,
CZE,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,24359.3329861792,
CZE,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,21043.51031,
CZE,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,24359.3329861792,
DNK,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,52182.56705,
DNK,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,58348.5982248838,
DNK,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,55674.94498,
DNK,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,60278.2574043694,
FIN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,44270.75848,
FIN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,45555.1881397491,
FIN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,47788.50892,
FIN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,49175.056242426,
FRA,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,37449.98324,
FRA,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,39320.3608861867,
FRA,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,37449.98324,
FRA,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,39320.3608861867,
DEU,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,76838.3322,
DEU,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,80993.1130306993,
DEU,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,81260.1344,
DEU,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,85206.4392421549,
GRC,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,25997.98924,
GRC,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,26197.8210844349,
GRC,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,25997.98924,
GRC,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,26197.8210844349,
HUN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,20629.05113,
HUN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,21089.6743037884,
HUN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,22839.72882,
HUN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,23432.9714486538,
IRL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,60052.5813,
IRL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,62134.7459117464,
IRL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,60052.5813,
IRL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,62134.7459117464,
ITA,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,37530.20141,
ITA,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,39840.1455551854,
ITA,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,38581.36877,
ITA,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,40952.2717371806,
JPN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,51593.00496,
JPN,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,51339.3254756841,
JPN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,51593.00496,
JPN,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,51320.904476231,
KOR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,53464.75758,
KOR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,57241.7027089203,
KOR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,52747.44682,
KOR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,56493.264162227,
LUX,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,109733.9296,
LUX,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,116312.187732567,
LUX,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,109733.9296,
LUX,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,116312.187732567,
MEX,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,40594.51965,
MEX,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,42316.2637339086,
MEX,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,60886.31993,
MEX,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,62678.164396644,
NLD,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,72777.79841,
NLD,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,76005.7618740622,
NLD,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,72777.79841,
NLD,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,76005.7618740622,
NZL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,46962.84618,
NZL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,47949.9585438068,
NZL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,47588.51311,
NZL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,48588.7763664192,
NOR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,47686.89522,
NOR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,47386.7725063986,
NOR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,52170.92948,
NOR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,51837.9761860603,
POL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,25552.61752,
POL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,26427.7650736678,
POL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,25552.61752,
POL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,26427.7650736678,
PRT,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,42488.86837,
PRT,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,43279.4526727314,
PRT,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,42488.86837,
PRT,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,43279.4526727314,
SVK,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,20057.28041,
SVK,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,21552.6663875478,
SVK,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,20057.28041,
SVK,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,21552.6663875478,
ESP,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,50256.71279,
ESP,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,52506.4385745261,
ESP,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,50256.71279,
ESP,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,52506.4385745261,
SWE,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,43826.86593,
SWE,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,47322.8059637726,
SWE,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,44891.23268,
SWE,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,47470.3489402084,
TUR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,28834.83216,
TUR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,28544.8225976656,
TUR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,28834.83216,
TUR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,28544.8225976656,
USA,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,63046.27,
USA,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,64466.9613510553,
USA,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,63006.45,
USA,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,64426.3486337101,
CHL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,34231.2187,
CHL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,34577.4076371378,
CHL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,35110.87039,
CHL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,35763.1637913741,
COL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,35787.9145993948,
COL,TEACHERSALARY,PRY_15YREXP,USD,A,2018,35787.9145993948,
COL,TEACHERSALARY,PRY_START,USD,A,2018,19623.6690780645,
COL,TEACHERSALARY,PRY_TOP,USD,A,2018,41156.0769848851,
COL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,35787.9145993948,
CRI,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,31579.69198,
CRI,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,31993.5539874026,
CRI,TEACHERSALARY,PRY_15YREXP,USD,A,2017,30303.89733,
CRI,TEACHERSALARY,PRY_15YREXP,USD,A,2018,30708.7802422566,
CRI,TEACHERSALARY,PRY_START,USD,A,2017,23887.50827,
CRI,TEACHERSALARY,PRY_START,USD,A,2018,24238.4813898781,
CRI,TEACHERSALARY,PRY_TOP,USD,A,2017,36720.28638,
CRI,TEACHERSALARY,PRY_TOP,USD,A,2018,37179.079094635,
CRI,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,31579.69198,
CRI,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,31993.5539874026,
ISR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,33442.13273,
ISR,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2018,34860.2041119972,
ISR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2017,30579.70192,
ISR,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2018,33449.2761180031,
LVA,TEACHERSALARY,PRY_START,USD,A,2017,14251.93082,
LVA,TEACHERSALARY,PRY_START,USD,A,2018,14494.2209622671,
LTU,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2017,19695.66636,
